hillary	trump	bill	ideo	econ	partyid	relative
0	100	0	6	5	7	-100
30	70	40	6	3	7	-40
75	10	69	4	2	2	65
19	0	61	3	3	4	19
60	85	85	4	5	6	-25
15	60	30	5	3	5	-45
15	70	30	6	4	5	-55
15	0	50	5	4	7	15
70	0	70	5	2	2	70
30	60	60	5	4	5	-30
0	70	0	7	3	7	-70
61	0	42	5	3	6	61
70	15	85	4	2	1	55
31	60	15	6	3	2	-29
60	30	85	3	2	2	30
60	1	86	2	2	2	59
50	15	60	2	2	2	35
1	40	16	6	5	6	-39
62	0	79	4	2	3	62
15	0	15	4	3	3	15
100	0	100	2	2	1	100
71	0	51	5	3	1	71
30	100	40	6	4	7	-70
0	70	15	5	4	4	-70
17	61	30	4	4	7	-44
40	0	50	4	2	2	40
0	86	16	6	4	7	-86
44	45	44	6	2	5	-1
60	0	50	3	1	2	60
0	85	0	5	4	5	-85
70	15	85	2	3	1	55
73	8	49	4	3	1	65
15	60	60	7	2	7	-45
84	1	72	2	1	1	83
70	0	70	4	2	1	70
0	41	0	6	5	6	-41
0	0	26	5	3	7	0
85	0	70	3	3	1	85
70	0	85	3	3	1	70
0	85	0	6	3	7	-85
15	60	40	6	4	6	-45
0	70	51	6	3	6	-70
80	0	71	3	2	3	80
0	100	0	7	5	7	-100
40	0	40	2	3	3	40
85	0	100	4	5	3	85
1	60	32	4	3	4	-59
60	0	85	3	3	3	60
15	100	30	6	5	7	-85
70	0	60	4	1	3	70
70	15	85	2	3	1	55
40	0	100	2	3	1	40
0	60	15	6	3	7	-60
60	0	60	3	2	2	60
15	50	30	3	3	4	-35
0	100	15	6	5	7	-100
0	85	15	6	3	7	-85
70	0	70	3	3	2	70
0	60	40	5	3	5	-60
30	70	40	3	3	2	-40
0	60	0	6	5	5	-60
0	60	0	6	3	5	-60
85	0	85	4	3	1	85
16	71	20	6	4	7	-55
0	87	92	2	5	5	-87
15	85	15	6	4	7	-70
30	0	15	4	3	5	30
60	30	60	4	3	2	30
100	0	100	4	1	1	100
85	0	99	4	5	3	85
70	0	70	4	3	1	70
71	15	73	6	3	6	56
85	0	100	2	1	1	85
15	0	15	1	4	3	15
70	30	40	2	3	2	40
85	0	85	3	2	1	85
100	0	85	5	3	6	100
99	0	99	2	2	1	99
60	40	70	2	3	1	20
85	0	50	2	3	2	85
0	85	0	4	3	7	-85
50	40	89	2	2	1	10
39	40	85	3	3	3	-1
40	5	88	3	3	4	35
6	17	32	5	3	5	-11
0	70	0	6	4	7	-70
16	50	15	2	5	3	-34
70	0	60	1	3	1	70
0	70	70	4	2	1	-70
0	85	0	6	4	7	-85
71	15	69	4	3	3	56
100	60	100	5	2	1	40
80	12	100	4	3	1	68
85	0	100	6	3	1	85
0	50	52	4	3	4	-50
60	0	70	1	3	1	60
90	0	80	2	2	1	90
28	3	40	6	2	7	25
87	1	80	2	2	1	86
30	15	40	1	3	3	15
0	30	0	3	2	2	-30
5	74	22	5	3	6	-69
15	60	85	4	5	6	-45
88	0	86	1	1	2	88
60	40	70	4	2	3	20
70	0	70	2	1	1	70
85	0	97	4	5	4	85
15	85	85	4	2	6	-70
40	70	30	6	5	6	-30
0	70	0	5	3	4	-70
0	85	15	6	4	7	-85
50	0	85	4	2	3	50
0	85	30	7	5	7	-85
85	0	70	4	5	1	85
60	0	85	4	3	1	60
15	0	60	4	3	4	15
60	60	70	5	5	5	0
70	0	85	2	2	3	70
0	70	0	4	3	6	-70
0	40	0	6	2	7	-40
0	0	0	2	5	3	0
70	0	50	3	2	3	70
2	69	2	5	3	2	-67
39	61	3	5	2	5	-22
30	50	40	6	3	7	-20
85	50	50	4	4	1	35
0	30	70	5	3	2	-30
40	85	0	4	3	5	-45
61	3	99	2	3	1	58
70	15	40	4	3	4	55
32	74	38	4	4	5	-42
74	2	89	3	3	2	72
85	0	85	1	2	3	85
70	0	100	4	1	3	70
15	60	40	5	3	5	-45
40	0	60	1	3	3	40
30	60	40	4	4	2	-30
70	15	75	1	1	3	55
100	0	100	2	1	1	100
85	0	60	2	2	1	85
60	15	85	4	2	1	45
30	100	15	7	3	7	-70
40	2	70	4	5	2	38
3	73	0	7	2	6	-70
100	0	100	2	2	1	100
30	85	60	5	3	5	-55
16	75	26	6	4	7	-59
70	0	100	4	1	3	70
70	41	86	4	2	2	29
30	40	75	4	3	3	-10
70	0	70	2	2	2	70
30	85	40	6	3	6	-55
15	60	0	6	3	7	-45
70	40	50	4	3	2	30
1	0	15	6	4	7	1
60	40	50	3	2	2	20
85	0	70	3	2	1	85
60	2	56	6	3	5	58
15	70	15	6	5	6	-55
0	85	0	6	4	7	-85
0	100	0	7	5	7	-100
85	0	85	2	2	1	85
40	0	60	4	3	4	40
100	0	100	2	1	1	100
87	2	87	2	1	1	85
0	70	40	6	3	7	-70
70	0	100	2	2	1	70
65	0	62	2	3	2	65
15	85	60	5	3	5	-70
60	0	60	1	3	1	60
95	0	95	1	2	1	95
61	1	51	3	3	3	60
1	60	29	4	2	5	-59
2	87	31	1	5	7	-85
1	85	3	6	5	7	-84
100	0	80	2	2	1	100
85	0	85	4	3	1	85
0	30	30	3	5	4	-30
85	0	85	5	3	2	85
15	70	85	4	3	5	-55
0	85	0	6	3	5	-85
60	30	70	5	3	3	30
30	60	0	3	2	6	-30
30	60	15	5	3	5	-30
60	0	70	5	3	6	60
95	0	83	3	1	1	95
0	100	16	6	4	7	-100
60	30	60	4	3	6	30
0	85	1	6	3	5	-85
85	0	70	2	2	1	85
1	51	31	4	5	5	-50
0	100	1	6	3	7	-100
1	86	0	6	3	6	-85
5	72	24	5	3	5	-67
3	94	61	4	3	4	-91
85	15	70	2	2	1	70
31	3	50	5	3	6	28
30	40	30	4	3	5	-10
0	100	0	6	5	7	-100
0	86	0	7	5	7	-86
0	100	0	7	5	5	-100
16	60	16	6	3	7	-44
41	2	98	3	3	1	39
5	60	30	6	3	6	-55
70	0	40	2	3	3	70
76	6	5	4	4	2	70
40	30	70	4	3	2	10
0	70	0	4	5	6	-70
85	0	30	4	3	4	85
0	60	0	4	5	6	-60
16	90	10	5	3	7	-74
74	17	86	4	2	4	57
60	0	60	3	1	2	60
61	0	61	2	3	3	61
30	0	70	5	4	2	30
72	1	66	3	3	1	71
70	0	34	2	3	1	70
85	1	85	2	3	1	84
100	0	100	4	3	1	100
85	4	75	2	2	1	81
0	60	15	6	4	5	-60
75	10	90	1	3	1	65
70	3	61	4	2	2	67
85	0	60	2	1	3	85
0	100	0	4	5	6	-100
60	15	85	4	5	2	45
72	2	15	4	4	4	70
1	76	1	5	5	7	-75
30	40	50	4	3	3	-10
14	42	27	5	3	5	-28
70	30	50	4	2	5	40
85	0	100	2	1	1	85
90	0	90	4	2	1	90
95	0	95	2	3	3	95
80	0	85	2	2	3	80
87	17	87	4	4	1	70
70	15	60	5	4	2	55
0	0	70	4	3	4	0
72	68	90	5	5	3	4
0	70	82	6	4	1	-70
15	70	41	4	3	7	-55
0	85	40	6	4	7	-85
31	85	29	5	3	5	-54
15	85	0	3	4	7	-70
2	85	52	1	3	3	-83
70	0	85	2	3	1	70
61	30	41	4	2	4	31
0	100	0	6	5	5	-100
15	60	0	6	4	6	-45
0	69	30	6	4	5	-69
15	70	40	6	5	5	-55
60	0	70	4	3	2	60
30	30	0	6	3	7	0
50	50	70	4	3	2	0
41	71	30	4	4	2	-30
15	15	60	4	4	4	0
0	100	0	6	2	7	-100
70	0	40	4	2	3	70
66	30	87	4	3	2	36
30	50	30	6	3	7	-20
30	0	68	5	3	3	30
0	71	2	6	4	6	-71
6	52	70	4	2	6	-46
70	0	75	4	3	4	70
50	0	50	4	2	3	50
60	100	70	6	3	6	-40
15	61	31	4	5	7	-46
0	85	30	5	3	7	-85
1	100	0	7	5	7	-99
60	15	30	4	3	2	45
0	65	20	3	5	5	-65
0	0	60	6	4	2	0
0	84	41	6	4	5	-84
30	81	15	4	5	5	-51
0	90	0	7	5	7	-90
70	40	70	5	3	4	30
98	0	95	3	2	1	98
0	85	0	6	5	5	-85
15	0	40	2	4	3	15
15	70	30	7	4	5	-55
15	60	30	6	3	7	-45
60	2	85	4	2	2	58
0	80	10	6	3	7	-80
85	0	100	2	3	1	85
0	95	0	6	3	7	-95
0	60	60	2	5	3	-60
70	0	70	1	3	1	70
0	85	0	6	4	7	-85
85	0	85	4	2	1	85
95	0	85	2	3	1	95
0	100	0	6	4	7	-100
15	40	30	6	3	7	-25
2	97	11	6	5	5	-95
33	2	32	2	3	3	31
0	100	0	7	5	7	-100
69	2	85	2	2	1	67
60	0	85	3	2	2	60
61	0	30	5	3	6	61
64	0	70	2	3	1	64
70	0	70	4	3	1	70
2	95	1	6	5	7	-93
0	100	0	6	4	7	-100
51	0	86	4	3	4	51
3	100	1	5	3	5	-97
52	86	70	4	3	7	-34
60	0	50	4	3	3	60
50	0	30	5	3	5	50
60	0	70	5	2	6	60
81	0	85	2	2	2	81
15	70	40	7	3	6	-55
0	100	0	7	5	7	-100
0	100	0	6	5	7	-100
70	0	100	2	3	1	70
60	0	60	1	5	2	60
96	0	84	2	2	3	96
15	100	15	6	3	7	-85
60	0	50	3	2	2	60
60	0	60	4	3	4	60
70	0	70	3	3	1	70
61	30	77	4	3	3	31
40	60	40	6	3	6	-20
2	60	1	6	3	7	-58
0	70	40	6	3	6	-70
0	0	0	4	2	6	0
0	95	15	7	5	7	-95
2	95	1	7	4	7	-93
60	15	60	3	2	2	45
0	60	1	6	3	7	-60
0	85	30	6	4	7	-85
0	60	29	7	4	6	-60
2	87	17	5	3	7	-85
14	40	53	5	3	5	-26
15	15	30	4	3	5	0
100	0	100	2	1	1	100
70	40	30	4	3	4	30
2	60	50	3	3	7	-58
21	57	3	4	4	6	-36
85	0	60	4	3	1	85
0	100	0	6	4	7	-100
70	14	85	3	3	1	56
0	70	15	6	3	7	-70
70	0	65	2	3	2	70
60	12	40	4	3	6	48
0	70	50	5	4	5	-70
70	0	50	4	4	1	70
0	40	0	6	3	7	-40
1	86	1	6	3	7	-85
34	16	78	2	2	1	18
100	0	100	3	1	7	100
3	84	2	4	3	1	-81
50	100	70	4	3	1	-50
0	86	50	4	5	2	-86
85	0	80	6	2	1	85
